report.txt

####################################################################################################################################

-Laps report:
--Laps count: 14803

######################

--Tracks laptimes stats:

| Track_Name                                                      |   Lap_Counter |   Lap_Mean |   Lap_Max |   Lap_Min |
| ('Maserati 300 S (250 PS)', 'Circuit De La Sarthe (1932 - 1971)')                                      |       1 | 261.3    | 261.3  | 261.3  |
| ('MG Metro Turbo', 'Linas-Montlhery (9Km)')                                                            |       1 | 272      | 272    | 272    |
| ('MG MGF 1.8i', 'Thruxton')                                                                            |       1 | 103.24   | 103.24 | 103.24 |
| ('Maserati Merak', 'Castle Combe')                                                                     |       1 | 114      | 114    | 114    |
| ('MG MGF 1.8i', 'Croft (Pre 1997)')                                                                    |       1 |  85.3    |  85.3  |  85.3  |
| ('Lotus Exige S 240', 'El Toro')                                                                       |       1 |  42.2    |  42.2  |  42.2  |
| ('Lotus Exige S 240', 'Killarney')                                                                     |       1 |  85.2    |  85.2  |  85.2  |
| ('Lotus Exige S 240', 'Luk Driving Center')                                                            |       1 |  73.15   |  73.15 |  73.15 |
| ('Lotus Exige S 240', 'Sportauto Wet Handling Test')                                                   |       1 |  92.8    |  92.8  |  92.8  |
| ('Lotus Exige S 240', 'Twin Ring Motegi Gp')                                                           |       1 | 136.73   | 136.73 | 136.73 |
| ('Lotus Exige S 240', 'Wakefield Park')                                                                |       1 |  68.1    |  68.1  |  68.1  |
| ('Lotus Exige S 240', 'Willow Springs')                                                                |       1 |  98.11   |  98.11 |  98.11 |
| ('Lotus Exige S 240', 'Willow Springs - Streets Of Willow (1.7 Miles)')                                |       1 |  73.52   |  73.52 |  73.52 |
| ('Lotus Exige S 240', 'Zhejiang Circuit')                                                              |       1 | 106.55   | 106.55 | 106.55 |
| ('Lotus Exige S RGB', 'Hockenheim Short')                                                              |       1 |  73.3    |  73.3  |  73.3  |
| ('Lotus Exige S Roadster', 'Le Mans (Bugatti)')                                                        |       1 | 112.09   | 112.09 | 112.09 |
| ('Lotus Exige S1', 'Le Mans (Bugatti)')                                                                |       1 | 109.26   | 109.26 | 109.26 |
| ('Lotus Exige Sport 380 Roadster', 'Hockenheim Short')                                                 |       1 |  70.8    |  70.8  |  70.8  |
| ('Lotus Exige Sport 420', 'Dreux')                                                                     |       1 |  56.95   |  56.95 |  56.95 |
| ('Lotus Exige V6 Cup', 'Goodwood Hill Climb')                                                          |       1 |  54.03   |  54.03 |  54.03 |
| ('Lotus Exige V6 Cup', 'Snetterton 300')                                                               |       1 | 132.19   | 132.19 | 132.19 |
| ('MG A Twin Cam 1.8 Coupe', 'Circuit De La Sarthe (1932 - 1971)')                                      |       1 | 289      | 289    | 289    |
| ('MG MGA Twin-Cam Roadster', 'Lime Rock Park')                                                         |       1 |  82.5    |  82.5  |  82.5  |
| ('MG MGB Hardtop', 'Circuit De La Sarthe (1932 - 1971)')                                               |       1 | 272.1    | 272.1  | 272.1  |
| ('Maserati 3200 GT', 'Mantorp Park')                                                                   |       1 |  96.3    |  96.3  |  96.3  |
| ('Maserati 3200 GT', 'Mira Dry Handling Track')                                                        |       1 |  43.2    |  43.2  |  43.2  |
| ('Maserati 3200 GT', 'Vairano Handling Course')                                                        |       1 |  85.48   |  85.48 |  85.48 |
| ('Maserati 450 S Coupe (400 PS)', 'Circuit De La Sarthe (1932 - 1971)')                                |       1 | 245.4    | 245.4  | 245.4  |
| ('Maserati GranTurismo S', 'Balocco')                                                                  |       1 | 174.7    | 174.7  | 174.7  |
| ('Maserati GranTurismo S', 'Camden Airport (Pre 10/2010)')                                             |       1 |  71.82   |  71.82 |  71.82 |
| ('Maserati GranTurismo S', 'Inta')                                                                     |       1 |  74.05   |  74.05 |  74.05 |
| ('Maserati GranTurismo S', 'Kyalami')                                                                  |       1 | 125.2    | 125.2  | 125.2  |
| ('Maserati GranTurismo S', 'Le Mans (Bugatti)')                                                        |       1 | 117.77   | 117.77 | 117.77 |
| ('Maserati GranTurismo S', 'Vairano Handling Course')                                                  |       1 |  81.01   |  81.01 |  81.01 |
| ('Maserati GranTurismo S', 'Wakefield Park')                                                           |       1 |  68.2    |  68.2  |  68.2  |
| ('Maserati Levante S', 'Speed Vegas')                                                                  |       1 |  77.37   |  77.37 |  77.37 |
| ('Maserati Levante Trofeo', 'Vairano Handling Course')                                                 |       1 |  78.73   |  78.73 |  78.73 |
| ('Maserati Levante Trofeo', 'Zhejiang Circuit')                                                        |       1 | 110.34   | 110.34 | 110.34 |
| ('Maserati MC 12 corsa', 'Hockenheim Short')                                                           |       1 |  67.6    |  67.6  |  67.6  |
| ('Maserati MC12', 'Nürburgring Nordschleife')                                                          |       1 | 444.29   | 444.29 | 444.29 |
| ('Maserati MC12', 'Top Gear Track')                                                                    |       1 |  78.9    |  78.9  |  78.9  |
| ('Maserati MC20', 'Anglesey International Gp')                                                         |       1 |  97.6    |  97.6  |  97.6  |
| ('Maserati MC20', 'Balocco')                                                                           |       1 | 163.19   | 163.19 | 163.19 |
| ('Maserati MC20', 'Eurospeedway Lausitz')                                                              |       1 |  91.41   |  91.41 |  91.41 |
| ('Maserati MC20', 'Top Gear Track')                                                                    |       1 |  76.6    |  76.6  |  76.6  |
| ('Maserati MC20', 'Vairano Handling Course')                                                           |       1 |  73.08   |  73.08 |  73.08 |
| ('Maserati MC20', 'Vairano Pro')                                                                       |       1 |  86.55   |  86.55 |  86.55 |
| ('Maserati GranTurismo S', 'Autozeitung Test Track')                                                   |       1 | 102.3    | 102.3  | 102.3  |
| ('Maserati GranTurismo', 'Oschersleben')                                                               |       1 | 111.22   | 111.22 | 111.22 |
| ('Maserati GranTurismo', 'Inta')                                                                       |       1 |  73.81   |  73.81 |  73.81 |
| ('Maserati Coupe GranSport', 'Vairano Handling Course')                                                |       1 |  82.72   |  82.72 |  82.72 |
| ('Maserati 450 S Spyder (400 PS)', 'Circuit De La Sarthe (1932 - 1971)')                               |       1 | 238.1    | 238.1  | 238.1  |
| ('Maserati Biturbo 2500 (200 PS)', 'Linas-Montlhery')                                                  |       1 | 182.1    | 182.1  | 182.1  |
| ('Maserati Coupe Cambiocorsa', 'Top Gear Track')                                                       |       1 |  98      |  98    |  98    |
| ('Maserati Coupe Cambiocorsa', 'Vairano Handling Course')                                              |       1 |  83.63   |  83.63 |  83.63 |
| ('Maserati Coupe GranSport', 'Autozeitung Test Track')                                                 |       1 | 103.1    | 103.1  | 103.1  |
| ('Maserati Coupe GranSport', 'Gotland Ring (Northern Loop)')                                           |       1 |  99.3    |  99.3  |  99.3  |
| ('Maserati Coupe GranSport', 'Ring Knutstorp')                                                         |       1 |  75.4    |  75.4  |  75.4  |
| ('Maserati Coupe GranSport', 'Sportauto Wet Handling Test')                                            |       1 |  89.6    |  89.6  |  89.6  |
| ('Maserati Coupe GranSport', 'Zolder')                                                                 |       1 | 106.45   | 106.45 | 106.45 |
| ('Maserati GranTurismo', 'Balocco')                                                                    |       1 | 179.2    | 179.2  | 179.2  |
| ('Maserati GT MC Stradale', 'Charade')                                                                 |       1 | 138.3    | 138.3  | 138.3  |
| ('Maserati Ghibli Diesel', 'Vairano Handling Course')                                                  |       1 |  83.7    |  83.7  |  83.7  |
| ('Maserati Ghibli Trofeo', 'Contidrom (3.3 Km)')                                                       |       1 |  94.86   |  94.86 |  94.86 |
| ('Maserati GranCabrio', 'Autocar Dry Handling Track')                                                  |       1 |  76.5    |  76.5  |  76.5  |
| ('Maserati GranCabrio', 'Autocar Wet Handling Track')                                                  |       1 |  72.6    |  72.6  |  72.6  |
| ('Maserati GranCabrio MC', 'Goodwood Hill Climb')                                                      |       1 |  62.46   |  62.46 |  62.46 |
| ('Maserati GranSport Spyder', 'Vairano Handling Course')                                               |       1 |  80.39   |  80.39 |  80.39 |
| ('Maserati GranTurismo', 'Autozeitung Test Track')                                                     |       1 | 103.6    | 103.6  | 103.6  |
| ('Mazda MX-5 (Mk II 1.8)', 'Sepang')                                                                   |       1 | 163      | 163    | 163    |
| ('Mazda MX-5 1.5 (Mk IV)', 'Anglesey International Gp')                                                |       1 | 119.67   | 119.67 | 119.67 |
| ('Lamborghini Urus', 'Hockenheim Gp')                                                                  |       1 | 117.1    | 117.1  | 117.1  |
| ('McLaren 570S', 'Anglesey Coastal')                                                                   |       1 |  74.5    |  74.5  |  74.5  |
